Ninja,Atypical,4,4,4,5,Typical,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic,Typical,3,3,2,2,Typical,5,4,3,4,Thrilling,4,4,4,5,FPS,4,3,3,2,Typical,3,1,1,1,Game,0
Open_World,Typical,3,3,1,2,Explorative,2,2,3,1,Simulation,1,2,2,1,RPG,3,1,3,2,Atypical,0,0,0,0,0,0
Third_Person,Thrilling,2,2,3,4,Antiheroic,5,4,4,2,Thrilling,3,4,1,4,RPG,2,4,2,1,Typical,2,3,2,0,0,0
Point_&_Click,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,2,2,Horror,0
Crafting,Tactical,1,1,1,2,Explorative,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactical,Typical,3,3,2,1,Typical,4,2,3,4,isometric,1,2,2,3,Simulation,4,3,2,2,Typical,0,0,0,0,0,0
Surreal,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,2,1,Thrilling,4,3,3,2,Narrative,0
Rogue-like,Typical,3,3,4,5,Typical,1,1,1,3,isometric,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Hex_Grid,Typical,3,3,2,1,Typical,4,2,3,3,isometric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBA,Typical,3,3,2,3,Atypical,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,2,1,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
Dungeon_Crawler,Typical,3,3,2,2,Typical,1,1,1,3,isometric,2,1,5,2,RPG,3,3,0,0,0,0,0,0,0,0,0
Psychological_Horror,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,2,1,Thrilling,4,3,0,0,0,0
Voxel,Atypical,4,4,1,2,Antiheroic,5,3,2,6,mixed,5,3,5,3,TPS,1,1,3,2,Atypical,0,0,0,0,0,0
Fast-Paced,Atypical,4,4,4,5,Atypical,5,3,2,4,Thrilling,4,3,3,5,FPS,4,2,4,3,Typical,2,0,0,0,0,0
LEGO,Atypical,4,1,1,5,Antiheroic,2,3,4,5,Maniac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn-Based_Strategy,Typical,3,3,2,1,Typical,4,2,3,1,isometric,2,1,5,3,RPG,3,3,2,2,Simulation,3,1,1,1,0,0
Story_Rich,Thrilling,2,2,3,4,Thrilling,2,4,5,2,Thrilling,4,4,4,4,RPG,2,4,2,1,Thrilling,4,3,2,2,Narrative,0
Fighting,Atypical,4,4,4,5,Tactical,1,3,2,5,mixed,5,5,1,3,TPS,4,1,3,2,Typical,3,1,1,1,0,0
Rhythm,Atypical,4,4,4,5,Atypical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMORPG,Typical,3,3,2,2,Tactical,1,1,1,3,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space,Atypical,4,4,1,1,Explorative,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Typical,2,1,2,1,0,0
Great_Soundtrack,Thrilling,2,2,3,5,Tactical,5,3,5,5,mixed,3,5,1,5,RPG,1,1,4,3,Typical,2,1,2,0,0,0
Perma_Death,Typical,3,3,4,5,Typical,1,1,1,3,isometric,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Board_Game,Typical,3,3,2,1,Typical,4,2,3,6,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcade,Atypical,4,4,4,5,Atypical,3,3,2,6,mixed,5,5,1,3,TPS,2,0,0,0,0,0,0,0,0,0,0
Shooter,Atypical,4,4,4,3,Antiheroic,5,4,5,4,Action,5,3,3,5,FPS,4,2,4,3,Typical,2,1,1,1,Game,0
PvP,Typical,3,3,2,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steampunk,Thrilling,2,2,3,5,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,3,2,Narrative,0
Side_Scroller,Atypical,4,4,4,5,Tactical,1,3,2,5,mixed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Visual_Novel,Thrilling,2,2,3,4,Tactical,1,1,1,3,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandbox,Tactical,1,1,1,1,Explorative,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Atypical,0,0,0,0,0,0
Real_Time_Tactics,Typical,3,3,2,1,Typical,4,2,3,4,Action,1,2,2,5,Simulation,0,0,0,0,0,0,0,0,0,0,0
Third-Person_Shooter,Atypical,4,4,4,4,Antiheroic,5,4,4,4,Action,1,2,2,5,TPS,4,1,3,2,Typical,3,0,0,0,0,0
Exploration,Thrilling,2,2,1,4,Thrilling,2,4,5,2,mixed,1,2,2,1,RPG,3,4,1,1,Thrilling,1,3,2,3,Narrative,0
Post-apocalyptic,Thrilling,2,3,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
First-Person,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,3,5,FPS,2,2,4,3,Typical,2,3,2,3,Narrative,0
Local_Co-Op,Atypical,4,4,4,5,Atypical,5,3,2,5,Maniac,5,3,1,2,FPS,4,2,0,0,0,0,0,0,0,0,0
Online_Co-Op,Atypical,4,4,4,5,Atypical,5,3,5,4,Action,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiplayer,Tactical,1,1,2,1,Typical,4,2,3,1,Simulation,1,3,3,5,Simulation,4,2,4,3,Typical,2,1,1,0,0,0
2D,Tactical,1,2,4,5,Atypical,3,3,2,5,mixed,5,5,5,2,RPG,3,2,1,1,Simulation,3,1,1,1,Game,0
Competitive,Atypical,4,4,4,5,Atypical,5,2,3,1,Simulation,1,3,3,5,FPS,1,2,4,3,0,0,0,0,0,0,0
Sci-fi,Atypical,4,3,3,3,Atypical,5,4,5,1,isometric,5,3,3,5,FPS,1,1,2,2,Typical,2,3,2,3,0,0
Gothic,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,RPG,2,4,4,3,Typical,0,0,0,0,0,0
Rogue-lite,Atypical,4,4,4,5,Typical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixel_Graphics,Typical,3,4,4,5,Thrilling,1,3,2,2,Thrilling,4,4,4,5,FPS,2,2,4,3,Typical,2,1,2,2,Horror,0
Physics,Atypical,4,4,4,4,Thrilling,3,3,2,5,mixed,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Survival_Horror,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,1,4,Thrilling,2,4,1,1,Thrilling,4,4,0,0,0,0
Historical,Typical,3,3,2,1,Typical,4,2,3,1,Simulation,1,2,2,1,Simulation,4,4,1,1,Thrilling,1,0,0,0,0,0
Retro,Atypical,4,2,4,5,Thrilling,5,4,2,2,Thrilling,4,4,4,5,Thrilling,2,2,4,3,Simulation,3,1,1,1,Game,2
Vampire,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,3,4,4,4,RPG,2,4,1,1,Thrilling,4,3,2,2,Horror,0
Difficult,Atypical,4,4,4,5,Typical,5,3,5,4,Action,1,2,2,5,FPS,4,2,4,3,Typical,2,1,1,0,0,0
Parkour,Atypical,4,4,1,3,Tactical,3,3,5,5,mixed,3,5,1,2,RPG,0,0,0,0,0,0,0,0,0,0,0
Dragons,Typical,3,3,1,2,Tactical,1,1,1,3,Maniac,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Magic,Typical,3,3,2,2,Tactical,1,2,3,1,Simulation,1,3,5,1,Simulation,4,3,2,0,0,0,0,0,0,0,0
Anime,Thrilling,2,2,4,5,Tactical,1,1,1,3,mixed,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Minimalist,Atypical,4,4,4,4,Thrilling,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action-Adventure,Atypical,4,4,4,4,Antiheroic,5,4,4,5,Thrilling,3,4,4,4,RPG,2,4,0,0,0,0,0,0,0,0,0
Cyberpunk,Thrilling,2,4,3,4,Thrilling,5,4,5,2,Thrilling,4,4,3,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,Horror,0
Funny,Atypical,4,4,3,4,Thrilling,5,1,4,5,Maniac,1,1,2,1,RPG,3,1,1,1,Simulation,0,0,0,0,0,0
World_War_II,Typical,3,3,2,1,Typical,4,2,3,4,Action,1,2,2,3,Simulation,4,2,4,2,Typical,3,1,1,1,Game,0
Beat_'em_up,Atypical,4,4,4,5,Tactical,1,3,2,5,mixed,5,5,1,3,TPS,4,1,3,2,Typical,3,1,1,1,0,0
Real-Time,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,3,4,1,Simulation,4,4,2,1,Thrilling,1,0,0,0,0,0
Atmospheric,Thrilling,2,2,3,4,Thrilling,2,4,5,2,Action,4,2,2,4,RPG,3,3,2,1,Atypical,4,3,2,2,Narrative,0
Military,Typical,3,3,2,1,Typical,4,2,3,4,Action,1,2,2,5,Simulation,4,2,2,2,Typical,0,0,0,0,0,0
Medieval,Tactical,1,1,2,1,Typical,4,2,3,1,Simulation,1,2,4,3,RPG,2,4,1,2,Simulation,3,4,3,2,Puzzle,2
Realistic,Tactical,1,1,1,1,Typical,4,2,3,4,Action,1,2,2,5,Simulation,4,2,0,0,0,0,0,0,0,0,0
Singleplayer,Tactical,1,1,1,1,Antiheroic,4,2,2,5,Maniac,5,3,5,2,RPG,4,2,4,3,Typical,2,1,1,1,Narrative,0
Cartoony,Atypical,4,4,4,4,Typical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trading,Tactical,1,1,1,1,Explorative,2,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,0,0,0,0,0,0,0
Action_RPG,Typical,3,3,2,2,Tactical,1,1,1,3,mixed,3,1,5,2,RPG,3,3,0,0,0,0,0,0,0,0,0
Short,Thrilling,2,2,3,4,Thrilling,3,4,5,5,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Typical,3,3,4,2,Typical,1,1,1,3,isometric,3,1,5,2,RPG,3,0,0,0,0,0,0,0,0,0,0
Episodic,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stylized,Atypical,4,4,4,5,Atypical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot_'Em_Up,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,3,3,1,TPS,4,2,3,3,Simulation,3,1,1,1,Game,0
Futuristic,Atypical,4,4,4,5,Typical,4,2,3,1,Maniac,1,3,4,4,RPG,3,3,2,0,0,0,0,0,0,0,0
Colorful,Atypical,4,4,4,5,Atypical,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn-Based_Combat,Typical,3,3,2,2,Typical,2,1,1,3,isometric,2,1,5,2,RPG,3,3,0,0,0,0,0,0,0,0,0
City_Builder,Tactical,1,1,1,1,Explorative,4,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,0,0,0,0,0,0,0
Dark,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,0,0,0,0
Gore,Thrilling,2,2,3,4,Atypical,5,4,5,2,Thrilling,4,4,1,5,FPS,4,2,4,3,Typical,2,2,1,0,0,0
Grand_Strategy,Typical,3,3,2,1,Typical,4,2,3,1,Simulation,1,2,5,1,Simulation,1,1,3,2,Simulation,0,0,0,0,0,0
Abstract,Atypical,4,4,4,4,Thrilling,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRPG,Typical,3,2,3,2,Tactical,1,1,1,3,isometric,3,1,5,3,RPG,3,3,2,2,0,0,0,0,0,0,0
isometric,Typical,3,3,2,2,Typical,2,1,1,3,isometric,2,1,5,2,RPG,3,3,0,0,0,0,0,0,0,0,0
Choose_Your_Own_Adventure,Thrilling,2,2,3,4,Explorative,2,2,3,1,Simulation,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Co-op_Campaign,Atypical,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartoon,Atypical,4,4,4,2,Atypical,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternate_History,Typical,3,3,2,1,Typical,4,2,3,4,isometric,2,1,5,3,TPS,4,0,0,0,0,0,0,0,0,0,0
Dark_Fantasy,Typical,3,3,2,2,Antiheroic,5,4,1,2,Thrilling,4,4,4,4,RPG,2,4,4,3,Typical,2,1,1,0,0,0
Swordplay,Atypical,4,4,4,2,Explorative,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top-Down_Shooter,Atypical,4,4,4,5,Atypical,5,3,2,3,isometric,5,3,5,3,RPG,0,0,0,0,0,0,0,0,0,0,0
Violent,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,2,4,3,Thrilling,4,2,0,0,0,0
Wargame,Typical,3,3,2,1,Typical,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economy,Tactical,1,1,1,1,Explorative,2,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,0,0,0,0,0,0,0
Movie,Thrilling,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Replay_Value,Typical,3,3,2,1,Typical,4,2,3,1,Simulation,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cute,Atypical,4,4,4,5,Tactical,1,1,4,5,Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Character_Customization,Typical,3,3,2,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politics,Tactical,1,2,3,4,Tactical,4,2,3,1,Simulation,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Twin_Stick_Shooter,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top-Down,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,3,5,3,RPG,1,1,3,2,Atypical,0,0,0,0,0,0
Mechs,Atypical,4,4,4,5,Atypical,5,4,4,4,Action,5,3,3,5,TPS,4,1,3,2,0,0,0,0,0,0,0
4_Player_Local,Atypical,4,4,4,5,Atypical,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parody,Typical,3,2,3,2,Tactical,1,1,1,3,Thrilling,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullet_Hell,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,3,3,1,TPS,4,2,3,3,Simulation,3,1,1,1,0,0
Romance,Thrilling,2,2,3,4,Tactical,1,1,1,3,mixed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5D,Atypical,4,4,4,5,Atypical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dystopian,Thrilling,2,2,3,3,Thrilling,5,4,5,2,Thrilling,4,4,3,4,Thrilling,2,4,1,1,Thrilling,1,3,0,0,0,0
e-sports,Atypical,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narration,Thrilling,2,2,3,4,Thrilling,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Procedural_Generation,Atypical,4,4,4,5,Typical,1,1,1,3,isometric,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickstarter,Typical,3,3,2,4,Thrilling,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaurs,Atypical,4,4,4,4,Antiheroic,5,4,5,4,Action,4,3,3,5,FPS,4,2,4,3,Typical,3,0,0,0,0,0
Cold_War,Typical,3,3,2,1,Typical,4,2,3,4,Simulation,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychological,Thrilling,2,2,3,4,Thrilling,2,4,5,5,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God_Game,Tactical,1,1,1,1,Typical,4,2,3,5,Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Games_Workshop,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mod,Tactical,1,1,3,3,Antiheroic,5,4,5,4,Action,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_Friendly,Atypical,4,4,4,4,Antiheroic,3,3,4,5,Maniac,4,4,4,5,Thrilling,2,4,1,3,Thrilling,4,4,1,2,Game,0
Destruction,Atypical,4,4,4,3,Typical,4,2,3,4,isometric,2,1,5,3,FPS,4,2,0,0,0,0,0,0,0,0,0
World_War_I,Typical,3,3,2,1,Typical,4,2,5,4,Simulation,1,2,2,1,Simulation,0,0,0,0,0,0,0,0,0,0,0
3D_Platformer,Atypical,4,4,4,4,Antiheroic,5,1,4,5,Thrilling,3,5,4,3,TPS,4,4,1,1,0,0,0,0,0,0,0
Programming,Tactical,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacking,Thrilling,2,2,3,3,Antiheroic,5,4,5,4,Action,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Puzzle-Platformer,Atypical,4,4,4,4,Thrilling,3,3,2,5,mixed,3,5,1,2,RPG,2,4,1,1,Simulation,3,4,3,2,Puzzle,2
Arena_Shooter,Atypical,4,4,4,5,Atypical,5,3,2,6,mixed,5,3,3,5,FPS,4,2,4,3,0,0,0,0,0,0,0
RPGMaker,Thrilling,2,2,3,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Detective,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
Modern,Typical,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remake,Typical,3,2,2,2,Thrilling,2,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,4,3,3,2,Narrative,0
Team-Based,Atypical,4,4,4,1,Typical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,Horror,0
Robots,Atypical,4,4,4,5,Atypical,4,3,3,1,Maniac,1,3,3,5,TPS,4,1,3,2,Typical,3,0,0,0,0,0
Science,Tactical,1,1,1,1,Explorative,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isometric,Typical,3,3,2,2,Typical,2,1,1,3,isometric,2,1,5,3,RPG,3,3,2,2,Typical,0,0,0,0,0,0
Walking_Simulator,Thrilling,2,2,3,4,Thrilling,2,4,5,2,mixed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark_Humor,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,4,3,Thrilling,4,2,0,0,0,0
Drama,Thrilling,2,2,3,4,Tactical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noir,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,2,3,0,0
Crime,Thrilling,2,2,3,4,Thrilling,5,4,5,2,Thrilling,4,4,4,5,FPS,4,2,4,3,0,0,0,0,0,0,0
Choices_Matter,Thrilling,2,2,3,4,Thrilling,2,4,5,2,Thrilling,4,4,2,1,Thrilling,2,4,1,1,Thrilling,1,3,0,0,0,0
Nudity,Thrilling,2,2,3,2,Thrilling,1,1,1,3,mixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PvE,Typical,3,3,2,2,Tactical,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand-drawn,Thrilling,2,2,3,4,Thrilling,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naval,Tactical,1,1,2,1,Explorative,2,2,3,1,Simulation,1,2,2,1,Simulation,1,1,3,2,Simulation,3,0,0,0,0,0
Multiple_Endings,Thrilling,2,2,3,4,Tactical,1,4,5,2,Thrilling,4,4,4,4,Thrilling,2,4,1,1,Thrilling,1,3,0,0,0,0
Golf,Tactical,1,1,1,1,Atypical,3,3,3,6,mixed,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real-Time_with_Pause,Typical,3,3,2,1,Typical,4,2,3,1,isometric,1,1,5,1,RPG,3,1,0,0,0,0,0,0,0,0,0
Female_Protagonist,Thrilling,2,2,3,4,Tactical,1,4,1,5,mixed,3,4,3,4,RPG,3,3,2,2,Typical,0,0,0,0,0,0
Football,Atypical,4,4,1,1,Thrilling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Base-Building,Typical,3,3,2,1,Typical,4,2,3,1,Maniac,1,2,2,1,Simulation,1,1,0,0,0,0,0,0,0,0,0
Local_Multiplayer,Atypical,4,4,4,5,Atypical,3,3,2,5,mixed,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
