Y2018,Y2013,Y2008,Y2003,Y1998,Y1993,Frequency
Typical,Explorative,Mixed,TPS,Typical,Game,0
Atypical,Explorative,Mixed,TPS,Typical,Game,0
Thrilling,Explorative,Mixed,TPS,Typical,Game,0
Tactical,Thrilling,Mixed,TPS,Typical,Game,0
Typical,Thrilling,Mixed,TPS,Typical,Game,0
Atypical,Thrilling,Mixed,TPS,Typical,Game,0
Thrilling,Thrilling,Mixed,TPS,Typical,Game,0
Tactical,Tactical,Mixed,TPS,Typical,Game,0
Typical,Tactical,Mixed,TPS,Typical,Game,0
Atypical,Tactical,Mixed,TPS,Typical,Game,0
Thrilling,Tactical,Mixed,TPS,Typical,Game,0
Tactical,Antiheroic,Mixed,TPS,Typical,Game,0
Typical,Antiheroic,Mixed,TPS,Typical,Game,0
Atypical,Antiheroic,Mixed,TPS,Typical,Game,0
Thrilling,Antiheroic,Mixed,TPS,Typical,Game,0
Tactical,Typical,Mixed,TPS,Typical,Game,0
Typical,Typical,Mixed,TPS,Typical,Game,0
Atypical,Typical,Mixed,TPS,Typical,Game,0
Thrilling,Typical,Mixed,TPS,Typical,Game,0
Tactical,0,Mixed,TPS,Typical,Game,0
Typical,0,Mixed,TPS,Typical,Game,0
Atypical,0,Mixed,TPS,Typical,Game,0
Thrilling,0,Mixed,TPS,Typical,Game,0
Tactical,Atypical,Thrilling,TPS,Typical,Game,0
Typical,Atypical,Thrilling,TPS,Typical,Game,0
Atypical,Atypical,Thrilling,TPS,Typical,Game,0
Thrilling,Atypical,Thrilling,TPS,Typical,Game,0
Tactical,Explorative,Thrilling,TPS,Typical,Game,0
Typical,Explorative,Thrilling,TPS,Typical,Game,0
Atypical,Explorative,Thrilling,TPS,Typical,Game,0
Thrilling,Explorative,Thrilling,TPS,Typical,Game,0
Tactical,Thrilling,Thrilling,TPS,Typical,Game,0
Typical,Thrilling,Thrilling,TPS,Typical,Game,0
Atypical,Thrilling,Thrilling,TPS,Typical,Game,0
Thrilling,Thrilling,Thrilling,TPS,Typical,Game,0
Tactical,Tactical,Thrilling,TPS,Typical,Game,0
Typical,Tactical,Thrilling,TPS,Typical,Game,0
Atypical,Tactical,Thrilling,TPS,Typical,Game,0
Thrilling,Tactical,Thrilling,TPS,Typical,Game,0
Tactical,Antiheroic,Thrilling,TPS,Typical,Game,0
Typical,Antiheroic,Thrilling,TPS,Typical,Game,0
Atypical,Antiheroic,Thrilling,TPS,Typical,Game,0
Thrilling,Antiheroic,Thrilling,TPS,Typical,Game,0
Tactical,Typical,Thrilling,TPS,Typical,Game,0
Typical,Typical,Thrilling,TPS,Typical,Game,0
Atypical,Typical,Thrilling,TPS,Typical,Game,0
Thrilling,Typical,Thrilling,TPS,Typical,Game,0
Tactical,0,Thrilling,TPS,Typical,Game,0
Typical,0,Thrilling,TPS,Typical,Game,0
Atypical,0,Thrilling,TPS,Typical,Game,0
Thrilling,0,Thrilling,TPS,Typical,Game,0
Tactical,Atypical,Action,TPS,Typical,Game,0
Typical,Atypical,Action,TPS,Typical,Game,0
Atypical,Atypical,Action,TPS,Typical,Game,0
Thrilling,Atypical,Action,TPS,Typical,Game,0
Tactical,Explorative,Action,TPS,Typical,Game,0
Typical,Explorative,Action,TPS,Typical,Game,0
Atypical,Explorative,Action,TPS,Typical,Game,0
Thrilling,Explorative,Action,TPS,Typical,Game,0
Tactical,Thrilling,Action,TPS,Typical,Game,0
Typical,Thrilling,Action,TPS,Typical,Game,0
Atypical,Thrilling,Action,TPS,Typical,Game,0
Thrilling,Thrilling,Action,TPS,Typical,Game,0
Tactical,Tactical,Action,TPS,Typical,Game,0
Typical,Tactical,Action,TPS,Typical,Game,0
Atypical,Tactical,Action,TPS,Typical,Game,0
Thrilling,Tactical,Action,TPS,Typical,Game,0
Tactical,Antiheroic,Action,TPS,Typical,Game,1
Typical,Antiheroic,Action,TPS,Typical,Game,0
Atypical,Antiheroic,Action,TPS,Typical,Game,0
Thrilling,Antiheroic,Action,TPS,Typical,Game,0
Tactical,Typical,Action,TPS,Typical,Game,0
Typical,Typical,Action,TPS,Typical,Game,0
Atypical,Typical,Action,TPS,Typical,Game,0
Thrilling,Typical,Action,TPS,Typical,Game,0
Tactical,0,Action,TPS,Typical,Game,0
Typical,0,Action,TPS,Typical,Game,0
Atypical,0,Action,TPS,Typical,Game,0
Thrilling,0,Action,TPS,Typical,Game,0
Tactical,Atypical,Maniac,TPS,Typical,Game,0
Typical,Atypical,Maniac,TPS,Typical,Game,0
Atypical,Atypical,Maniac,TPS,Typical,Game,0
Thrilling,Atypical,Maniac,TPS,Typical,Game,0
Tactical,Explorative,Maniac,TPS,Typical,Game,0
Typical,Explorative,Maniac,TPS,Typical,Game,0
Atypical,Explorative,Maniac,TPS,Typical,Game,0
Thrilling,Explorative,Maniac,TPS,Typical,Game,0
Tactical,Thrilling,Maniac,TPS,Typical,Game,0
Typical,Thrilling,Maniac,TPS,Typical,Game,0
Atypical,Thrilling,Maniac,TPS,Typical,Game,0
Thrilling,Thrilling,Maniac,TPS,Typical,Game,0
Tactical,Tactical,Maniac,TPS,Typical,Game,0
Typical,Tactical,Maniac,TPS,Typical,Game,0
Atypical,Tactical,Maniac,TPS,Typical,Game,0
Thrilling,Tactical,Maniac,TPS,Typical,Game,0
Tactical,Antiheroic,Maniac,TPS,Typical,Game,0
Typical,Antiheroic,Maniac,TPS,Typical,Game,0
Atypical,Antiheroic,Maniac,TPS,Typical,Game,0
Thrilling,Antiheroic,Maniac,TPS,Typical,Game,0
Tactical,Typical,Maniac,TPS,Typical,Game,0
Typical,Typical,Maniac,TPS,Typical,Game,0
Atypical,Typical,Maniac,TPS,Typical,Game,0
Thrilling,Typical,Maniac,TPS,Typical,Game,0
Tactical,0,Maniac,TPS,Typical,Game,0
Typical,0,Maniac,TPS,Typical,Game,0
Atypical,0,Maniac,TPS,Typical,Game,0
Thrilling,0,Maniac,TPS,Typical,Game,0
Tactical,Atypical,0,TPS,Typical,Game,0
Typical,Atypical,0,TPS,Typical,Game,0
Atypical,Atypical,0,TPS,Typical,Game,0
Thrilling,Atypical,0,TPS,Typical,Game,0
Tactical,Explorative,0,TPS,Typical,Game,0
Typical,Explorative,0,TPS,Typical,Game,0
Atypical,Explorative,0,TPS,Typical,Game,0
Thrilling,Explorative,0,TPS,Typical,Game,0
Tactical,Thrilling,0,TPS,Typical,Game,0
Typical,Thrilling,0,TPS,Typical,Game,0
Atypical,Thrilling,0,TPS,Typical,Game,0
Thrilling,Thrilling,0,TPS,Typical,Game,0
Tactical,Tactical,0,TPS,Typical,Game,0
Typical,Tactical,0,TPS,Typical,Game,0
Atypical,Tactical,0,TPS,Typical,Game,0
Thrilling,Tactical,0,TPS,Typical,Game,0
Tactical,Antiheroic,0,TPS,Typical,Game,0
Typical,Antiheroic,0,TPS,Typical,Game,0
Atypical,Antiheroic,0,TPS,Typical,Game,0
Thrilling,Antiheroic,0,TPS,Typical,Game,0
Tactical,Typical,0,TPS,Typical,Game,0
Typical,Typical,0,TPS,Typical,Game,0
Atypical,Typical,0,TPS,Typical,Game,0
Thrilling,Typical,0,TPS,Typical,Game,0
Tactical,0,0,TPS,Typical,Game,0
Typical,0,0,TPS,Typical,Game,0
Atypical,0,0,TPS,Typical,Game,0
Thrilling,0,0,TPS,Typical,Game,0
Tactical,Atypical,Isometric,FPS,Typical,Game,0
Typical,Atypical,Isometric,FPS,Typical,Game,0
Atypical,Atypical,Isometric,FPS,Typical,Game,0
Thrilling,Atypical,Isometric,FPS,Typical,Game,0
Tactical,Explorative,Isometric,FPS,Typical,Game,0
Typical,Explorative,Isometric,FPS,Typical,Game,0
Atypical,Explorative,Isometric,FPS,Typical,Game,0
Thrilling,Explorative,Isometric,FPS,Typical,Game,0
Tactical,Thrilling,Isometric,FPS,Typical,Game,0
Typical,Thrilling,Isometric,FPS,Typical,Game,0
Atypical,Thrilling,Isometric,FPS,Typical,Game,0
Thrilling,Thrilling,Isometric,FPS,Typical,Game,0
Tactical,Tactical,Isometric,FPS,Typical,Game,0
Typical,Tactical,Isometric,FPS,Typical,Game,0
Atypical,Tactical,Isometric,FPS,Typical,Game,0
Thrilling,Tactical,Isometric,FPS,Typical,Game,0
Tactical,Antiheroic,Isometric,FPS,Typical,Game,0
Typical,Antiheroic,Isometric,FPS,Typical,Game,0
Atypical,Antiheroic,Isometric,FPS,Typical,Game,0
Thrilling,Antiheroic,Isometric,FPS,Typical,Game,0
Tactical,Typical,Isometric,FPS,Typical,Game,0
Typical,Typical,Isometric,FPS,Typical,Game,0
Atypical,Typical,Isometric,FPS,Typical,Game,0
Thrilling,Typical,Isometric,FPS,Typical,Game,0
Tactical,0,Isometric,FPS,Typical,Game,0
Typical,0,Isometric,FPS,Typical,Game,0
Atypical,0,Isometric,FPS,Typical,Game,0
Thrilling,0,Isometric,FPS,Typical,Game,0
Tactical,Atypical,Simulation,FPS,Typical,Game,0
Typical,Atypical,Simulation,FPS,Typical,Game,0
Atypical,Atypical,Simulation,FPS,Typical,Game,0
Thrilling,Atypical,Simulation,FPS,Typical,Game,0
Tactical,Explorative,Simulation,FPS,Typical,Game,0
Typical,Explorative,Simulation,FPS,Typical,Game,0
Atypical,Explorative,Simulation,FPS,Typical,Game,0
Thrilling,Explorative,Simulation,FPS,Typical,Game,0
Tactical,Thrilling,Simulation,FPS,Typical,Game,0
Typical,Thrilling,Simulation,FPS,Typical,Game,0
Atypical,Thrilling,Simulation,FPS,Typical,Game,0
Thrilling,Thrilling,Simulation,FPS,Typical,Game,0
Tactical,Tactical,Simulation,FPS,Typical,Game,0
Typical,Tactical,Simulation,FPS,Typical,Game,0
Atypical,Tactical,Simulation,FPS,Typical,Game,0
Thrilling,Tactical,Simulation,FPS,Typical,Game,0
Tactical,Antiheroic,Simulation,FPS,Typical,Game,0
Typical,Antiheroic,Simulation,FPS,Typical,Game,0
Atypical,Antiheroic,Simulation,FPS,Typical,Game,0
Thrilling,Antiheroic,Simulation,FPS,Typical,Game,0
Tactical,Typical,Simulation,FPS,Typical,Game,0
Typical,Typical,Simulation,FPS,Typical,Game,0
Atypical,Typical,Simulation,FPS,Typical,Game,0
Thrilling,Typical,Simulation,FPS,Typical,Game,0
Tactical,0,Simulation,FPS,Typical,Game,0
Typical,0,Simulation,FPS,Typical,Game,0
Atypical,0,Simulation,FPS,Typical,Game,0
Thrilling,0,Simulation,FPS,Typical,Game,0
Tactical,Atypical,Mixed,FPS,Typical,Game,0
Typical,Atypical,Mixed,FPS,Typical,Game,0
Atypical,Atypical,Mixed,FPS,Typical,Game,0
Thrilling,Atypical,Mixed,FPS,Typical,Game,0
Tactical,Explorative,Mixed,FPS,Typical,Game,0
Typical,Explorative,Mixed,FPS,Typical,Game,0
Atypical,Explorative,Mixed,FPS,Typical,Game,0
Thrilling,Explorative,Mixed,FPS,Typical,Game,0
Tactical,Thrilling,Mixed,FPS,Typical,Game,0
Typical,Thrilling,Mixed,FPS,Typical,Game,0
Atypical,Thrilling,Mixed,FPS,Typical,Game,0
Thrilling,Thrilling,Mixed,FPS,Typical,Game,0
Tactical,Tactical,Mixed,FPS,Typical,Game,0
Typical,Tactical,Mixed,FPS,Typical,Game,0
Atypical,Tactical,Mixed,FPS,Typical,Game,0
Thrilling,Tactical,Mixed,FPS,Typical,Game,0
Tactical,Antiheroic,Mixed,FPS,Typical,Game,0
Typical,Antiheroic,Mixed,FPS,Typical,Game,0
Atypical,Antiheroic,Mixed,FPS,Typical,Game,0
Thrilling,Antiheroic,Mixed,FPS,Typical,Game,0
Tactical,Typical,Mixed,FPS,Typical,Game,0
Typical,Typical,Mixed,FPS,Typical,Game,0
Atypical,Typical,Mixed,FPS,Typical,Game,0
Thrilling,Typical,Mixed,FPS,Typical,Game,0
Tactical,0,Mixed,FPS,Typical,Game,0
Typical,0,Mixed,FPS,Typical,Game,0
Atypical,0,Mixed,FPS,Typical,Game,0
Thrilling,0,Mixed,FPS,Typical,Game,0
Tactical,Atypical,Thrilling,FPS,Typical,Game,0
Typical,Atypical,Thrilling,FPS,Typical,Game,0
Atypical,Atypical,Thrilling,FPS,Typical,Game,0
Thrilling,Atypical,Thrilling,FPS,Typical,Game,0
Tactical,Explorative,Thrilling,FPS,Typical,Game,0
Typical,Explorative,Thrilling,FPS,Typical,Game,0
Atypical,Explorative,Thrilling,FPS,Typical,Game,0
Thrilling,Explorative,Thrilling,FPS,Typical,Game,0
Tactical,Thrilling,Thrilling,FPS,Typical,Game,0
Typical,Thrilling,Thrilling,FPS,Typical,Game,0
Atypical,Thrilling,Thrilling,FPS,Typical,Game,0
Thrilling,Thrilling,Thrilling,FPS,Typical,Game,0
Tactical,Tactical,Thrilling,FPS,Typical,Game,0
Typical,Tactical,Thrilling,FPS,Typical,Game,0
Atypical,Tactical,Thrilling,FPS,Typical,Game,0
Thrilling,Tactical,Thrilling,FPS,Typical,Game,0
Tactical,Antiheroic,Thrilling,FPS,Typical,Game,0
Typical,Antiheroic,Thrilling,FPS,Typical,Game,0
Atypical,Antiheroic,Thrilling,FPS,Typical,Game,0
Thrilling,Antiheroic,Thrilling,FPS,Typical,Game,0
Tactical,Typical,Thrilling,FPS,Typical,Game,0
Typical,Typical,Thrilling,FPS,Typical,Game,1
Atypical,Typical,Thrilling,FPS,Typical,Game,0
Thrilling,Typical,Thrilling,FPS,Typical,Game,0
Tactical,0,Thrilling,FPS,Typical,Game,0
Typical,0,Thrilling,FPS,Typical,Game,0
Atypical,0,Thrilling,FPS,Typical,Game,0
Thrilling,0,Thrilling,FPS,Typical,Game,0
Tactical,Atypical,Action,FPS,Typical,Game,0
Typical,Atypical,Action,FPS,Typical,Game,0
Atypical,Atypical,Action,FPS,Typical,Game,0
Thrilling,Atypical,Action,FPS,Typical,Game,0
Tactical,Explorative,Action,FPS,Typical,Game,0
Typical,Explorative,Action,FPS,Typical,Game,0
Atypical,Explorative,Action,FPS,Typical,Game,0
Thrilling,Explorative,Action,FPS,Typical,Game,0
Tactical,Thrilling,Action,FPS,Typical,Game,0
Typical,Thrilling,Action,FPS,Typical,Game,0
Atypical,Thrilling,Action,FPS,Typical,Game,0
Thrilling,Thrilling,Action,FPS,Typical,Game,0
Tactical,Tactical,Action,FPS,Typical,Game,0
Typical,Tactical,Action,FPS,Typical,Game,0
Atypical,Tactical,Action,FPS,Typical,Game,0
Thrilling,Tactical,Action,FPS,Typical,Game,0
Tactical,Antiheroic,Action,FPS,Typical,Game,0
Typical,Antiheroic,Action,FPS,Typical,Game,0
Atypical,Antiheroic,Action,FPS,Typical,Game,1
Thrilling,Antiheroic,Action,FPS,Typical,Game,1
Tactical,Typical,Action,FPS,Typical,Game,0
Typical,Typical,Action,FPS,Typical,Game,0
Atypical,Typical,Action,FPS,Typical,Game,0
Thrilling,Typical,Action,FPS,Typical,Game,0
Tactical,0,Action,FPS,Typical,Game,0
Typical,0,Action,FPS,Typical,Game,0
Atypical,0,Action,FPS,Typical,Game,0
Thrilling,0,Action,FPS,Typical,Game,0
Tactical,Atypical,Maniac,FPS,Typical,Game,0
Typical,Atypical,Maniac,FPS,Typical,Game,0
Atypical,Atypical,Maniac,FPS,Typical,Game,0
Thrilling,Atypical,Maniac,FPS,Typical,Game,0
Tactical,Explorative,Maniac,FPS,Typical,Game,0
Typical,Explorative,Maniac,FPS,Typical,Game,0
Atypical,Explorative,Maniac,FPS,Typical,Game,0
Thrilling,Explorative,Maniac,FPS,Typical,Game,0
Tactical,Thrilling,Maniac,FPS,Typical,Game,0
Typical,Thrilling,Maniac,FPS,Typical,Game,0
Atypical,Thrilling,Maniac,FPS,Typical,Game,0
Thrilling,Thrilling,Maniac,FPS,Typical,Game,0
Tactical,Tactical,Maniac,FPS,Typical,Game,0
Typical,Tactical,Maniac,FPS,Typical,Game,0
Atypical,Tactical,Maniac,FPS,Typical,Game,0
Thrilling,Tactical,Maniac,FPS,Typical,Game,0
Tactical,Antiheroic,Maniac,FPS,Typical,Game,0
Typical,Antiheroic,Maniac,FPS,Typical,Game,0
Atypical,Antiheroic,Maniac,FPS,Typical,Game,0
Thrilling,Antiheroic,Maniac,FPS,Typical,Game,0
Tactical,Typical,Maniac,FPS,Typical,Game,0
Typical,Typical,Maniac,FPS,Typical,Game,0
Atypical,Typical,Maniac,FPS,Typical,Game,0
Thrilling,Typical,Maniac,FPS,Typical,Game,0
Tactical,0,Maniac,FPS,Typical,Game,0
Typical,0,Maniac,FPS,Typical,Game,0
Atypical,0,Maniac,FPS,Typical,Game,0
Thrilling,0,Maniac,FPS,Typical,Game,0
Tactical,Atypical,0,FPS,Typical,Game,0
Typical,Atypical,0,FPS,Typical,Game,0
Atypical,Atypical,0,FPS,Typical,Game,0
Thrilling,Atypical,0,FPS,Typical,Game,0
Tactical,Explorative,0,FPS,Typical,Game,0
Typical,Explorative,0,FPS,Typical,Game,0
Atypical,Explorative,0,FPS,Typical,Game,0
Thrilling,Explorative,0,FPS,Typical,Game,0
Tactical,Thrilling,0,FPS,Typical,Game,0
Typical,Thrilling,0,FPS,Typical,Game,0
Atypical,Thrilling,0,FPS,Typical,Game,0
Thrilling,Thrilling,0,FPS,Typical,Game,0
Tactical,Tactical,0,FPS,Typical,Game,0
Typical,Tactical,0,FPS,Typical,Game,0
Atypical,Tactical,0,FPS,Typical,Game,0
Thrilling,Tactical,0,FPS,Typical,Game,0
Tactical,Antiheroic,0,FPS,Typical,Game,0
Typical,Antiheroic,0,FPS,Typical,Game,0
Atypical,Antiheroic,0,FPS,Typical,Game,0
Thrilling,Antiheroic,0,FPS,Typical,Game,0
Tactical,Typical,0,FPS,Typical,Game,0
Typical,Typical,0,FPS,Typical,Game,0
Atypical,Typical,0,FPS,Typical,Game,0
Thrilling,Typical,0,FPS,Typical,Game,0
Tactical,0,0,FPS,Typical,Game,0
Typical,0,0,FPS,Typical,Game,0
Atypical,0,0,FPS,Typical,Game,0
Thrilling,0,0,FPS,Typical,Game,0
Tactical,Atypical,Isometric,0,Typical,Game,0
Typical,Atypical,Isometric,0,Typical,Game,0
Atypical,Atypical,Isometric,0,Typical,Game,0
Thrilling,Atypical,Isometric,0,Typical,Game,0
Tactical,Explorative,Isometric,0,Typical,Game,0
Typical,Explorative,Isometric,0,Typical,Game,0
Atypical,Explorative,Isometric,0,Typical,Game,0
Thrilling,Explorative,Isometric,0,Typical,Game,0
Tactical,Thrilling,Isometric,0,Typical,Game,0
Typical,Thrilling,Isometric,0,Typical,Game,0
Atypical,Thrilling,Isometric,0,Typical,Game,0
Thrilling,Thrilling,Isometric,0,Typical,Game,0
Tactical,Tactical,Isometric,0,Typical,Game,0
Typical,Tactical,Isometric,0,Typical,Game,0
Atypical,Tactical,Isometric,0,Typical,Game,0
Thrilling,Tactical,Isometric,0,Typical,Game,0
Tactical,Antiheroic,Isometric,0,Typical,Game,0
Typical,Antiheroic,Isometric,0,Typical,Game,0
Atypical,Antiheroic,Isometric,0,Typical,Game,0
Thrilling,Antiheroic,Isometric,0,Typical,Game,0
Tactical,Typical,Isometric,0,Typical,Game,0
Typical,Typical,Isometric,0,Typical,Game,0
Atypical,Typical,Isometric,0,Typical,Game,0
Thrilling,Typical,Isometric,0,Typical,Game,0
Tactical,0,Isometric,0,Typical,Game,0
Typical,0,Isometric,0,Typical,Game,0
Atypical,0,Isometric,0,Typical,Game,0
Thrilling,0,Isometric,0,Typical,Game,0
Tactical,Atypical,Simulation,0,Typical,Game,0
Typical,Atypical,Simulation,0,Typical,Game,0
Atypical,Atypical,Simulation,0,Typical,Game,0
Thrilling,Atypical,Simulation,0,Typical,Game,0
Tactical,Explorative,Simulation,0,Typical,Game,0
Typical,Explorative,Simulation,0,Typical,Game,0
Atypical,Explorative,Simulation,0,Typical,Game,0
Thrilling,Explorative,Simulation,0,Typical,Game,0
Tactical,Thrilling,Simulation,0,Typical,Game,0
Typical,Thrilling,Simulation,0,Typical,Game,0
Atypical,Thrilling,Simulation,0,Typical,Game,0
Thrilling,Thrilling,Simulation,0,Typical,Game,0
Tactical,Tactical,Simulation,0,Typical,Game,0
Typical,Tactical,Simulation,0,Typical,Game,0
Atypical,Tactical,Simulation,0,Typical,Game,0
Thrilling,Tactical,Simulation,0,Typical,Game,0
Tactical,Antiheroic,Simulation,0,Typical,Game,0
Typical,Antiheroic,Simulation,0,Typical,Game,0
Atypical,Antiheroic,Simulation,0,Typical,Game,0
Thrilling,Antiheroic,Simulation,0,Typical,Game,0
Tactical,Typical,Simulation,0,Typical,Game,0
Typical,Typical,Simulation,0,Typical,Game,0
Atypical,Typical,Simulation,0,Typical,Game,0
Thrilling,Typical,Simulation,0,Typical,Game,0
Tactical,0,Simulation,0,Typical,Game,0
Typical,0,Simulation,0,Typical,Game,0
Atypical,0,Simulation,0,Typical,Game,0
Thrilling,0,Simulation,0,Typical,Game,0
Tactical,Atypical,Mixed,0,Typical,Game,0
Typical,Atypical,Mixed,0,Typical,Game,0
Atypical,Atypical,Mixed,0,Typical,Game,0
Thrilling,Atypical,Mixed,0,Typical,Game,0
Tactical,Explorative,Mixed,0,Typical,Game,0
Typical,Explorative,Mixed,0,Typical,Game,0
Atypical,Explorative,Mixed,0,Typical,Game,0
Thrilling,Explorative,Mixed,0,Typical,Game,0
Tactical,Thrilling,Mixed,0,Typical,Game,0
Typical,Thrilling,Mixed,0,Typical,Game,0
Atypical,Thrilling,Mixed,0,Typical,Game,0
Thrilling,Thrilling,Mixed,0,Typical,Game,0
Tactical,Tactical,Mixed,0,Typical,Game,0
Typical,Tactical,Mixed,0,Typical,Game,0
Atypical,Tactical,Mixed,0,Typical,Game,0
Thrilling,Tactical,Mixed,0,Typical,Game,0
Tactical,Antiheroic,Mixed,0,Typical,Game,0
Typical,Antiheroic,Mixed,0,Typical,Game,0
Atypical,Antiheroic,Mixed,0,Typical,Game,0
Thrilling,Antiheroic,Mixed,0,Typical,Game,0
Tactical,Typical,Mixed,0,Typical,Game,0
Typical,Typical,Mixed,0,Typical,Game,0
Atypical,Typical,Mixed,0,Typical,Game,0
Thrilling,Typical,Mixed,0,Typical,Game,0
Tactical,0,Mixed,0,Typical,Game,0
Typical,0,Mixed,0,Typical,Game,0
Atypical,0,Mixed,0,Typical,Game,0
Thrilling,0,Mixed,0,Typical,Game,0
Tactical,Atypical,Thrilling,0,Typical,Game,0
Typical,Atypical,Thrilling,0,Typical,Game,0
Atypical,Atypical,Thrilling,0,Typical,Game,0
Thrilling,Atypical,Thrilling,0,Typical,Game,0
Tactical,Explorative,Thrilling,0,Typical,Game,0
Typical,Explorative,Thrilling,0,Typical,Game,0
Atypical,Explorative,Thrilling,0,Typical,Game,0
Thrilling,Explorative,Thrilling,0,Typical,Game,0
Tactical,Thrilling,Thrilling,0,Typical,Game,0
Typical,Thrilling,Thrilling,0,Typical,Game,0
Atypical,Thrilling,Thrilling,0,Typical,Game,0
Thrilling,Thrilling,Thrilling,0,Typical,Game,0
Tactical,Tactical,Thrilling,0,Typical,Game,0
Typical,Tactical,Thrilling,0,Typical,Game,0
Atypical,Tactical,Thrilling,0,Typical,Game,0
Thrilling,Tactical,Thrilling,0,Typical,Game,0
Tactical,Antiheroic,Thrilling,0,Typical,Game,0
Typical,Antiheroic,Thrilling,0,Typical,Game,0
Atypical,Antiheroic,Thrilling,0,Typical,Game,0
Thrilling,Antiheroic,Thrilling,0,Typical,Game,0
Tactical,Typical,Thrilling,0,Typical,Game,0
Typical,Typical,Thrilling,0,Typical,Game,0
Atypical,Typical,Thrilling,0,Typical,Game,0
Thrilling,Typical,Thrilling,0,Typical,Game,0
Tactical,0,Thrilling,0,Typical,Game,0
Typical,0,Thrilling,0,Typical,Game,0
Atypical,0,Thrilling,0,Typical,Game,0
Thrilling,0,Thrilling,0,Typical,Game,0
Tactical,Atypical,Action,0,Typical,Game,0
Typical,Atypical,Action,0,Typical,Game,0
Atypical,Atypical,Action,0,Typical,Game,0
Thrilling,Atypical,Action,0,Typical,Game,0
Tactical,Explorative,Action,0,Typical,Game,0
Typical,Explorative,Action,0,Typical,Game,0
Atypical,Explorative,Action,0,Typical,Game,0
Thrilling,Explorative,Action,0,Typical,Game,0
Tactical,Thrilling,Action,0,Typical,Game,0
Typical,Thrilling,Action,0,Typical,Game,0
Atypical,Thrilling,Action,0,Typical,Game,0
Thrilling,Thrilling,Action,0,Typical,Game,0
Tactical,Tactical,Action,0,Typical,Game,0
Typical,Tactical,Action,0,Typical,Game,0
Atypical,Tactical,Action,0,Typical,Game,0
Thrilling,Tactical,Action,0,Typical,Game,0
Tactical,Antiheroic,Action,0,Typical,Game,0
Typical,Antiheroic,Action,0,Typical,Game,0
Atypical,Antiheroic,Action,0,Typical,Game,0
Thrilling,Antiheroic,Action,0,Typical,Game,0
Tactical,Typical,Action,0,Typical,Game,0
Typical,Typical,Action,0,Typical,Game,0
Atypical,Typical,Action,0,Typical,Game,0
Thrilling,Typical,Action,0,Typical,Game,0
Tactical,0,Action,0,Typical,Game,0
Typical,0,Action,0,Typical,Game,0
Atypical,0,Action,0,Typical,Game,0
Thrilling,0,Action,0,Typical,Game,0
Tactical,Atypical,Maniac,0,Typical,Game,0
Typical,Atypical,Maniac,0,Typical,Game,0
Atypical,Atypical,Maniac,0,Typical,Game,0
Thrilling,Atypical,Maniac,0,Typical,Game,0
Tactical,Explorative,Maniac,0,Typical,Game,0
Typical,Explorative,Maniac,0,Typical,Game,0
Atypical,Explorative,Maniac,0,Typical,Game,0
Thrilling,Explorative,Maniac,0,Typical,Game,0
Tactical,Thrilling,Maniac,0,Typical,Game,0
Typical,Thrilling,Maniac,0,Typical,Game,0
Atypical,Thrilling,Maniac,0,Typical,Game,0
Thrilling,Thrilling,Maniac,0,Typical,Game,0
Tactical,Tactical,Maniac,0,Typical,Game,0
Typical,Tactical,Maniac,0,Typical,Game,0
Atypical,Tactical,Maniac,0,Typical,Game,0
Thrilling,Tactical,Maniac,0,Typical,Game,0
Tactical,Antiheroic,Maniac,0,Typical,Game,0
Typical,Antiheroic,Maniac,0,Typical,Game,0
Atypical,Antiheroic,Maniac,0,Typical,Game,0
Thrilling,Antiheroic,Maniac,0,Typical,Game,0
Tactical,Typical,Maniac,0,Typical,Game,0
Typical,Typical,Maniac,0,Typical,Game,0
Atypical,Typical,Maniac,0,Typical,Game,0
Thrilling,Typical,Maniac,0,Typical,Game,0
Tactical,0,Maniac,0,Typical,Game,0
Typical,0,Maniac,0,Typical,Game,0
Atypical,0,Maniac,0,Typical,Game,0
Thrilling,0,Maniac,0,Typical,Game,0
Tactical,Atypical,0,0,Typical,Game,0
Typical,Atypical,0,0,Typical,Game,0
Atypical,Atypical,0,0,Typical,Game,0
Thrilling,Atypical,0,0,Typical,Game,0
Tactical,Explorative,0,0,Typical,Game,0
Typical,Explorative,0,0,Typical,Game,0
Atypical,Explorative,0,0,Typical,Game,0
Thrilling,Explorative,0,0,Typical,Game,0
Tactical,Thrilling,0,0,Typical,Game,0
Typical,Thrilling,0,0,Typical,Game,0
Atypical,Thrilling,0,0,Typical,Game,0
Thrilling,Thrilling,0,0,Typical,Game,0
Tactical,Tactical,0,0,Typical,Game,0
Typical,Tactical,0,0,Typical,Game,0
Atypical,Tactical,0,0,Typical,Game,0
Thrilling,Tactical,0,0,Typical,Game,0
Tactical,Antiheroic,0,0,Typical,Game,0
Typical,Antiheroic,0,0,Typical,Game,0
Atypical,Antiheroic,0,0,Typical,Game,0
Thrilling,Antiheroic,0,0,Typical,Game,0
Tactical,Typical,0,0,Typical,Game,0
Typical,Typical,0,0,Typical,Game,0
Atypical,Typical,0,0,Typical,Game,0
Thrilling,Typical,0,0,Typical,Game,0
Tactical,0,0,0,Typical,Game,0
Typical,0,0,0,Typical,Game,0
Atypical,0,0,0,Typical,Game,0
Thrilling,0,0,0,Typical,Game,0
